id,price
7041639266,12900
7041634411,1100
7041633491,32900
7041252386,2450
7040740754,44500
7041237580,1900
7041149691,24000
7041149260,26000
7041096657,9895
7041084146,13895
7041083574,10795
7040740768,13500
7040541156,16000
7040485759,16495
7041083134,8895
7041082663,7995
7041082246,9995
7041081815,18495
7041079311,9495
7041078737,7295
7040975886,19999
7040872852,8795
7040743503,15000
7040741113,15695
7040740822,20995
7040740780,8995
7040740784,14500
7040740785,11500
7040740771,18495
7040740778,12500
7040483720,11500
7040439263,19900
7040439002,13900
7040438877,34900
7040438635,19900
7040438512,11900
7040438402,23900
7040438278,31900
7040438157,44900
7040438051,22900
7040437929,35900
7040437816,34900
7040422988,8900
7040341096,0
7040135988,17900
7039811068,18295
7039810990,8795
7039810920,10795
7039801384,29000
7039796826,3200
7039794727,44200
7039785311,19495
7039728915,16695
7039728853,6795
7039728803,14795
7039728749,23295
7039728671,12495
7039728615,12495
7037450536,9999
7039702930,49796
7039662605,34488
7039583994,6199
7039417808,13750
7039210707,5000
7039187341,26000
7039169761,12798
7039022994,2700
7038815261,6000
7038687481,34900
7038272398,27000
7037449182,24595
7038676557,5900
7038636608,7995
7038561667,42655
7038485270,9650
7038475729,4250
7038425695,2200
7038363962,15400
7038305647,10800
7038281822,5900
7037449138,14495
7038219774,8200
7038057949,27900
7038057814,11900
7038057703,23900
7038057580,31900
7038057460,41900
7038057294,21900
7038057169,25900
7038057025,17900
7038056929,35900
7038056781,19900
7038056591,29900
7038056441,29900
7038056264,24900
7038019320,7495
7037996634,12875
7037944957,15000
7037449028,9995
7037921863,5000
7037904289,16995
7037901296,3995
7037901082,11495
7037900644,32595
7037883539,1
7037816383,14599
7037812741,11798
7037810676,19744
7037806637,19577
7037474060,2880
7037803559,25777
7037801371,13377
7037797591,20757
7037795317,18797
7037793847,21688
7037696979,22500
7037618230,2500
7037524579,2950
7037464041,3500
7037450442,6495
7037450328,9995
7037450251,12795
7037450145,9795
7037450017,22795
7037449901,9795
7037449835,11450
7037449761,17495
7037449624,9995
7037449523,32795
7037449409,27795
7037449289,6495
7037448891,11495
7037448784,8995
7037448678,12145
7037448609,7995
7037448524,29795
7037448453,22795
7037448331,7995
7037448229,36455
7037448121,32475
7037448025,36795
7037447919,10595
7037447826,10295
7037447724,23995
7037447593,13795
7037447473,20945
7037447400,22795
7037422310,11495
7037422242,22495
7037422092,12795
7037421983,6495
7037421900,8375
7037421801,10795
7037421658,36495
7037421115,15495
7037420979,17495
7037420902,18795
7037420776,21295
7037420634,18995
7037420501,4895
7037420399,18995
7037420296,16795
7037420233,18495
7037420087,7750
7037419913,19995
7037419802,10295
7037419627,18995
7037419533,25795
7037419402,24495
7037419230,18295
7037419007,10795
7037418720,27795
7037418599,18795
7037418479,12795
7037418354,26795
7037418268,22795
7037418164,17495
7037300572,6275
7037287084,5000
7037285303,57900
7036696996,7900
7036670203,13000
7037265352,8495
7037265100,9795
7037264852,21795
7037264648,20795
7037224155,6000
7037178178,6000
7036965805,20500
7036870735,20000
7036800932,6250
7036771915,17500
7036765317,1300
7036670194,12995
7036670179,13500
7036662510,31000
7036662405,9595
7036639266,5995
7036624868,23000
7036570374,13995
7036568968,400
7036565314,9500
7036564290,3050
7036538489,5000
7036514730,5000
7036245449,19748
7036244794,10381
7036225162,10500
7036219612,29900
7036164029,7495
7036136220,3800
7036129395,9495
7036118381,10500
7036044934,14000
7036006859,3700
7035950338,8795
7035887350,5000
7035502245,3000
7033767643,14900
7035429493,6795
7035429354,8795
7035410561,7800
7035408320,39666
7035382967,9995
7035382737,8495
7035382450,0
7035272030,2500
7035231925,8795
7033767513,19900
7034954172,9555
7034741755,24495
7034737698,3000
7034647193,4200
7034332789,28000
7034294211,6000
7034257365,17395
7034209812,12900
7034123672,13000
7034117459,7000
7034089641,2500
7034086988,5600
7034017033,17995
7034013525,15995
7034013508,48000
7034013415,25995
7034013385,25500
7034013386,35500
7034013350,10500
7034013354,15750
7034013343,43995
7033791746,11975
7033774030,26900
7033773765,23900
7033773550,31900
7033773362,12900
7033767953,11900
7033767851,11900
7033767342,25900
7033760035,41500
7033752125,10
7033748997,9890
7033675453,16795
7033663907,5000
7033524772,3883
7033449956,12495
7032835201,0
7048519947,28995
7033398132,4795
7033238115,11777
7033219483,6800
7033207676,4499
7033169697,5500
7033073424,22995
7033059559,17500
7032980179,4975
7032788005,4500
7032818191,43995
7032818116,8000
7032816071,18995
7032814006,24995
7050085389,7500
7050084876,3300
7050084375,3995
7032811796,26995
7032809748,27995
7032807573,35995
7032805320,32995
7032802003,1200
7050068580,14700
7050066062,2000
7050065426,3500
7050043266,21444
7050038861,34555
7050038744,37888
7049643924,5000
7050037686,29888
7050037347,19998
7050037005,33888
7050036914,28888
7049572835,44995
7050036818,29555
7050036559,28888
7050036107,24555
7050035959,28777
7049571325,5995
7050024877,6000
7050016858,5495
7050016184,2495
7049962538,4500
7049955408,2900
7049950119,7500
7049948365,3500
7049944665,3600
7048677731,9995
7049942203,1595
7049940608,3595
7049937399,4500
7049932766,2575
7049929592,900
7049929102,6850
7049920803,5300
7049918952,10500
7049914287,2600
7049898106,9499
7049571300,3995
7049569698,33995
7049885719,9000
7049846838,4200
7049844049,9985
7049843760,9985
7049829072,4895
7049823507,1695
7049816138,15995
7049809401,6995
7049793963,500
7049781503,6995
7049777089,7100
7049747634,6000
7049741226,40000
7049727947,3999
7049719876,4800
7049719527,17999
7049718986,11999
7049567562,31990
7048537870,9990
7049717391,6999
7049714133,11996
7049713862,4996
7049713831,6596
7049713837,6596
7049713352,9396
7049713320,4996
7049713331,5996
7049713266,6596
7049713261,11996
7049713064,9596
7049712998,8596
7049713000,6996
7049713090,8996
7049712989,5996
7049705215,10995
7049705089,18995
7049704262,15995
7049703441,10995
7049702981,22988
7049697870,25995
7049697413,19988
7049696915,20995
7049696792,5995
7049692093,26988
7049691294,11988
7049690966,18995
7049690904,13995
7049690803,15988
7049690689,15995
7049682472,14500
7049680823,5995
7049680367,5995
7049679215,6875
7049679107,13995
7049564417,5995
7048537705,13990
7049678935,17995
7049678109,6995
7049677605,7995
7049677188,10975
7049676884,4995
7049676851,8500
7049676796,8555
7049676427,24995
7049676329,17995
7049672152,6955
7049671707,24995
7049671119,25995
7049670609,19995
7049670410,5995
7049564171,4995
7048537673,14490
7049670197,25995
7049669209,11995
7049668951,32995
7049665497,18995
7049665366,12977
7049664923,9900
7049661823,4000
7049660307,10988
7048519007,26995
7049656953,17995
7049656858,14995
7049656767,10995
7049655422,25955
7049652028,6900
7049651875,5995
7049651587,4875
7049561145,6995
7048536540,28990
7049629936,8500
7049629757,2800
7049609164,3000
7049604269,350
7049584517,0
7049581909,19990
7049580286,29450
7049578031,3500
7049574479,3995
7049574122,7995
7049558591,4995
7049558449,3995
7049556260,36990
7049546535,15995
7049544639,4995
7049542109,8995
7049491482,2500
7049466911,3500
7049446743,8500
7049438348,24285
7049436080,1695
7049428590,3800
7049394337,3000
7049391434,13500
7049390903,3000
7049387041,25450
7048536541,29490
7049377643,11499
7049375281,8999
7049373044,6499
7049367619,5999
7049367031,10999
7049366671,9499
7049366203,15499
7049365911,9999
7049365485,5499
7049363232,7999
7049362742,10799
7049362344,12499
7049362058,6499
7049361703,8999
7049361419,9499
7049361080,9999
7049360810,11999
7049360388,8999
7049359831,4999
7049359262,7899
7049358738,13999
7049358381,10499
7049358254,950
7049358131,5999
7049357756,10499
7049357505,5899
7049357059,9999
7048536447,18990
7049356659,6999
7049336624,5000
7049335251,4500
7049334404,9995
7049333591,2800
7049328478,9500
7049311212,15995
7049310616,19995
7049256567,11995
7049309799,11995
7049303760,3999
7049285237,8000
7049266434,9999
7049265883,17999
7049257117,15995
7049256824,12995
7048535968,20990
7049256311,11995
7049255958,13995
7049255687,4995
7049255336,7995
7049255070,13995
7049254796,10995
7049102213,6800
7049254777,13995
7049254389,8995
7049248598,13995
7049241083,46000
7049239813,16995
7049238854,13995
7049237678,16995
7049233334,10995
7049220033,7950
7049211165,17995
7049209945,15995
7049206583,17495
7049204207,13500
7049201871,24869
7049086478,24000
7048535932,18990
7049201832,17983
7049201794,14987
7049189842,6500
7049183499,6495
7049177304,4500
7049171740,8995
7049168533,23900
7049167691,2500
7049161476,17995
7049160685,24995
7049155975,5995
7049153798,2000
7049149687,6500
7049145107,7950
7049137633,4295
7049135585,18995
7049135295,3500
7049128838,3500
7048535911,19990
7049081564,10995
7049080071,34900
7049078195,26900
7049074839,32900
7049073142,24900
7049072386,38900
7049071744,39900
7049068671,2495
7049068340,30900
7049065200,41500
7049061827,22900
7049061112,25900
7049039061,7900
7049022427,3595
7049013709,2900
7049007862,5000
7049006218,5000
7048999650,4000
7048987642,17995
7048983328,17750
7048878169,19995
7048971684,1500
7048948749,17900
7048924482,33990
7048908708,32990
7048905761,4500
7048896438,10500
7048896398,29990
7048894025,24495
7048893375,12499
7048875425,23995
7048885851,6995
7048880557,21495
7048880048,23495
7048879631,15495
7048879322,22760
7048878709,19495
7048874685,2500
7048874434,16995
7048874208,42995
7048874184,35995
7048861001,15995
7048859474,8995
7048859205,8988
7048859177,11995
7048858354,14555
7048858310,13995
7048858290,22995
7048857545,18555
7048857435,12955
7048782886,9500
7048738593,5400
7048718050,16900
7048700573,4400
7048691454,1500
7048518822,16995
7048670819,2795
7048664568,2995
7048656545,1500
7048648220,4995
7048612852,10995
7048612100,19995
7048611363,14995
7048518205,24995
7048516500,28995
7048610533,33995
7048609637,14995
7048608445,37995
7048607622,23995
7048606960,39995
7048605425,34995
7048604161,21995
7048603127,10995
7048601744,10995
7048601638,4596
7048601559,9596
7048601561,11996
7048601555,4996
7048601530,9396
7048601528,6996
7048601489,8996
7048601032,8995
7048514790,38995
7048511658,17995
7048600046,9995
7048599159,7995
7048598037,15995
7048597008,8995
7048595693,13995
7048574377,2495
7048571973,22990
7048569409,1300
7048565738,6995
7048560345,6995
7048559171,17995
7048555852,1700
7048547462,13800
7048537895,17990
7048537593,16990
7048537548,12990
7048537434,4900
7048536985,21990
7048536957,13990
7048536956,16990
7048511199,13995
7048510104,50995
7048536920,26990
7048536871,12990
7048536777,19990
7048536789,10490
7048536712,15990
7048536725,19990
7048534528,4490
7048536686,24990
7048536700,15490
7048536645,10490
7048536620,4990
7048536600,18990
7048536567,16490
7048536572,7990
7048536558,15990
7048535827,8990
7048535802,30990
7048535791,8490
7048535707,17990
7048535697,21990
7048535680,23990
7048535629,17990
7048535636,17990
7048534488,29990
7048534447,22990
7048534459,18990
7048522913,41995
7048535623,17990
7048535595,15990
7048535560,26990
7048535562,29490
7048535571,26990
7048535548,54990
7048535536,21490
7048535505,16990
7048535493,16490
7048534754,24990
7048534529,14990
7048522509,20995
7048521908,37995
7048509362,23995
7048509188,17995
7048501585,5250
7048499287,0
7048498131,0
7048497783,0
7048496295,0
7048454819,4900
7048241609,13995
7048496068,0
7048495870,0
7048484898,6295
7048481525,15995
7048480375,14995
7048476152,8995
7048474473,4800
7048466068,25500
7048425897,4695
7048417926,499
7048397006,1200
7048392618,2900
7048392041,25900
7048378460,10495
7048373057,13999
7048372777,14999
7048372321,11999
7048371879,16999
7048371388,21999
7048366283,5295
7048340019,3995
7048335089,12900
7048331429,1500
7048320962,1500
7048315532,32000
7048309462,6900
7048298974,4000
7048296649,2000
7048290930,4000
7048282662,10995
7048282364,7995
7048282118,42995
7048279236,0
7048275443,4000
7048266371,20990
7048265089,7500
7048263352,5980
7048258426,42995
7048253987,6250
7048252477,41950
7048251050,17990
7048246510,33995
7048245896,13995
7048243727,40995
7048243565,24995
7048243106,26995
7048242809,16995
7048242555,16995
7048242310,26995
7048241690,29995
7048241098,17995
7048240668,16995
7048240293,44995
7048240096,25995
7048238829,25490
7048229685,9000
7048228956,6995
7048205151,3000
7048137224,5000
7048135685,13500
7048002205,5999
7048097029,7500
7048075504,2700
7048059282,4995
7048059116,10995
7048058903,3995
7048058732,12995
7048058593,6995
7048058426,22995
7048058237,4995
7048058043,3995
7048057867,14995
7048057690,11995
7048035446,10200
7048022482,2999
7048005049,6750
7047318543,0
7047990265,9000
7047987692,4995
7047982722,1000
7047979682,0
7047979431,0
7047978911,0
7047978633,0
7047978250,19500
7047966000,9500
7047961911,2000
7047958122,16888
7047956932,27888
7047956598,29555
7047951193,5000
7047930354,3900
7046219850,32990
7047913797,500
7047906934,7995
7047893519,2650
7047887334,2400
7047885667,5800
7047878036,7500
7047873350,4750
7047871898,4250
7047193317,14000
7047869555,6750
7047868202,6650
7047849031,14950
7047814154,2450
7047807127,1000
7047803384,13800
7047778721,39990
7047775545,16000
7047770626,39990
7047769408,5750
7047768163,15500
7047763247,0
7047209491,2000
7047757014,11995
7047750495,5995
7047750186,34900
7047677595,0
7047653209,44900
7047625855,11500
7047596463,2700
7047435084,0
7047563246,10999
7047562938,3000
7047562915,14999
7047562212,18998
7047560810,7498
7047559214,4998
7047552977,5998
7047548979,4998
7047547131,7498
7047526457,4995
7047502492,9999
7047499271,17995
7047493155,2795
7047486016,8999
7047477437,29900
7047466463,21000
7047458708,4000
7047440545,1250
7047436912,2900
7047431818,22500
7047426072,11999
7047417272,24550
7047412177,29995
7047396356,8995
7047394517,33995
7047393963,22995
7047387809,3000
7047384833,36995
7047367924,0
7047367074,19000
7047342739,7600
7047365715,0
7047363917,0
7047359295,0
7047356839,0
7047350719,25000
7047350682,30995
7047346553,0
7047344859,31000
7047339708,0
7047336422,0
7047331445,29990
7047330598,32995
7047329568,29500
7047329121,5500
7047325333,2950
7047321090,7800
7047320359,22500
7047317630,1500
7047309537,9500
7047309246,11598
7047308503,1900
7047308205,0
7047299418,14995
7047293338,3000
7047289556,4800
7047286322,17500
7047260507,3500
7047171160,27995
7047167307,8395
7047164446,4800
7047143016,16000
7047128033,36900
7047122145,5899
7047099822,19500
7047079671,11500
7047077502,6995
7047077471,20995
7047077171,7995
7047076822,5995
7047076578,6995
7047076293,7995
7047076009,9995
7047075758,7995
7046964212,2000
7045798714,7995
7047075464,6995
7047075179,3995
7047074919,21995
7047067605,19995
7047054652,14995
7047040546,6495
7047039820,14995
7047034008,7200
7047030494,6495
7046970314,11000
7047025956,1850
7047023426,23995
7047023194,6900
7047022417,6995
7047003944,14995
7046998908,2995
7046996922,30995
7046996819,4000
7046983706,8995
7046974808,23995
7046968327,6500
7046962465,1000
7046960637,4000
7046959243,11995
7046956775,5995
7046956359,5995
7046956077,6875
7046955767,6995
7046955518,7995
7046955192,10975
7046954734,4995
7045401959,24944
7046954499,5995
7046954210,4875
7046953933,3995
7046953859,3500
7046953459,7995
7046953149,3995
7046952851,5995
7046952478,4995
7046952082,4995
7046950595,15300
7046946890,27900
7046945374,13995
7046943518,2500
7046943315,11995
7046940919,19900
7046935722,1000
7046934101,20000
7046929720,14998
7046929432,17998
7046929232,7995
7046929145,17998
7046928086,25
7046926420,60000
7046926264,13998
7046925766,12998
7046925767,21995
7046925206,32998
7046922233,13998
7046921913,16598
7046921354,23998
7046920756,12998
7046919667,33900
7046911953,24998
7046919550,3995
7046919471,7998
7046918023,8998
7046917530,6998
7046916547,16200
7046915367,16998
7046914817,13998
7046914186,4950
7046913303,20998
7046912986,10998
7046912573,12998
7046912291,18998
7045401746,39944
7046911936,10950
7046911591,7998
7046911187,15998
7046910763,30998
7046909998,39998
7046909683,21998
7046909228,20998
7046908007,19998
7046907626,31598
7046906990,16998
7046906712,14998
7046906132,13998
7046905661,8998
7045401563,24944
7046904725,14998
7046904510,33995
7046904250,19598
7046901322,21998
7046901005,18598
7046900605,15998
7046899379,31998
7046899014,26998
7046898630,17998
7046898117,18998
7046896784,30998
7046896067,23998
7046895813,18999
7046895467,39998
7046894948,15998
7046894697,32998
7046894435,24998
7046893715,11598
7046893429,16998
7046891615,29995
7046891136,11
7046890033,21998
7046889703,18598
7046889431,21998
7046889090,18598
7046888595,21998
7046887954,23998
7046887588,24998
7046887249,13998
7046886863,18998
7046886147,21998
7046885484,3398
7046885052,14998
7046884729,14998
7046884096,5998
7046883728,17998
7046883147,14998
7046882382,14998
7046880120,5300
7046871940,13995
7045401364,21944
7046871872,6700
7046866891,8800
7046858962,12000
7046856973,5700
7046850962,24995
7046825545,27995
7046820251,23495
7046820215,18495
7046820217,18800
7046631070,2495
7046820219,24900
7046820191,18495
7046820175,16495
7046819929,0
7046819898,20995
7046819907,24900
7046819909,39995
7046819895,21495
7046814581,5000
7046805051,11500
7046794387,22900
7046765473,3495
7046761953,10495
7046759791,19995
7046759436,17995
7046759354,8495
7046759181,23995
7046758085,29900
7046758057,16000
7046757190,35900
7046756904,18900
7046756574,42800
7046756312,52900
7046755898,34800
7046755618,37700
7046755317,22500
7046755079,17500
7046754862,16900
7046754575,14900
7046754281,14900
7046754096,9995
7046220740,5900
7046753886,33900
7046753579,34200
7046753046,28900
7046752730,33900
7046752567,26999
7046752227,40500
7046751912,33800
7046751616,18900
7046751323,37500
7046732435,45990
7046717837,17990
7046220355,6800
7046708239,5400
7046706112,13990
7046695727,18995
7046685690,5000
7046682538,8995
7046682282,6500
7046680918,6995
7046679200,7995
7046674973,11000
7046648516,5500
7046635620,20000
7046603086,6000
7046579832,6995
7046575060,14998
7046574549,7995
7046573896,6500
7046569298,8992
7046569210,16911
7046563585,950
7046562785,4500
7046558443,123456
7046554823,10995
7046552849,3800
7046549775,2195
7045401176,33944
7046548040,7900
7046541657,8500
7046493430,1595
7046486138,1000
7046482466,1000
7046481892,5000
7046479346,2000
7046476488,15700
7046472748,4000
7046469851,2500
7046454550,3700
7046441688,37995
7046220119,6500
7046441442,4500
7046440714,1695
7046437990,11500
7046435436,29995
7046430856,15400
7046399393,7000
7046387300,33500
7046386642,1
7046379086,1
7046378423,4600
7046373123,6800
7046367294,2700
7046366926,6995
7046349800,15500
7046348676,8000
7046331861,3200
7046324957,5500
7046311435,9500
7046310809,16000
7046291330,9250
7046285245,9000
7046272688,4495
7046271066,8995
7046263063,800
7046260219,7995
7046259882,4500
7046257883,2450
7046229906,18990
7046225643,12900
7046223744,8000
7046223459,9800
7046223045,41000
7046222750,59000
7046222465,9500
7046222194,7500
7046221940,7500
7046221506,10800
7046212299,8250
7046211301,24990
7046203752,4000
7046159722,7550
7046135538,11999
7046134732,4000
7046132766,3800
7046044859,1100
7046032917,11900
7046020500,11000
7045968929,2000
7045998683,26
7045997902,23000
7045960386,7950
7045956198,900
7045955651,6625
7045954373,8000
7045947670,16495
7045940311,18995
7045933749,5995
7045932638,4000
7045928256,9999
7045919934,3500
7045912664,8999
7045907899,15995
7045907561,8995
7045905467,7750
7045400996,63944
7045895633,13500
7045887155,13495
7045886382,11995
7045885336,3000
7045881584,4995
7045867828,14995
7045861237,3800
7045858373,12000
7045847147,5995
7045846739,6875
7045846392,6995
7045846274,13495
7045846018,7995
7045845614,10975
7045844868,4995
7045838945,5900
7045838410,10995
7045837437,17995
7045836149,11995
7045834844,7995
7045831122,5995
7045830825,4875
7045830472,3995
7045830147,7995
7045829844,5950
7045825634,21995
7045822537,3995
7045822223,5995
7045821918,4995
7045821639,4995
7045820258,6495
7045815140,12950
7045814070,3200
7045790428,15850
7045800450,4995
7045800251,9995
7045800045,13995
7045799902,13995
7045799723,8795
7045799591,5995
7045799443,5995
7045799272,6995
7045799060,8695
7045798925,8395
7045784425,1450
7045742609,3200
7045739947,23995
7045730499,7995
7045730187,3300
7045729865,33995
7045728106,13800
7045708974,2800
7045707289,9995
7043605845,6985
7045704591,54995
7045702399,0
7045684158,42990
7045682181,28888
7045682017,19995
7045681789,7495
7045500420,7995
7045681592,12988
7045681516,18995
7045681365,8995
7045680973,10995
7045680696,18495
7045679956,26995
7045677997,22495
7045673863,11000
7045673499,1000
7045671596,27990
7045661308,34990
7045496483,9995
7043596320,6596
7045652335,18995
7045646604,5995
7045620553,800
7045598544,3400
7045541526,14400
7045540731,8900
7045511274,18500
7045502476,17995
7045402560,40944
7045495429,3995
7045493610,13995
7045489536,9995
7045487759,6999
7045487051,9999
7045486686,5899
7045486256,10499
7045485892,5999
7045485398,10499
7045485018,13999
7045484573,7899
7045484118,4999
7045482029,8999
7045480784,11999
7045480426,9999
7045479997,9499
7045479394,8999
7034407049,0
7045478802,6499
7045478505,12499
7045477988,10799
7045477718,7999
7045477460,5499
7045477150,9999
7045476882,15499
7045476572,9999
7045475234,10999
7045460926,2950
7045457059,4950
7045450553,22995
7045450283,24995
7045449974,10995
7045449683,8995
7045449339,14995
7045402320,24944
7045449114,14995
7045448866,7995
7045448609,8995
7045448279,19995
7045447978,10995
7045444890,3395
7045430277,7500
7045402152,23944
7045430063,5900
7045427917,3300
7045426384,3995
7045415601,12995
7045411991,15995
7045411082,11944
7045410996,23995
7045409817,2500
7045409391,7200
7045402756,24944
7045392748,15995
7045368736,6250
7045363689,16995
7045362811,3200
7045361676,14995
7045360219,10995
7045315054,17495
7045357521,15995
7045356724,7950
7045355755,11995
7045349176,18495
7045348050,750
7045347882,19495
7045347257,17495
7045345027,16995
7045344331,25995
7045343907,5895
7045343911,14995
7045343234,13995
7045341688,9900
7045340781,24995
7045337252,8995
7045334949,15995
7045332068,0
7045325396,10750
7045323283,9500
7045319598,16995
7045318775,17495
7045318712,6900
7045317521,19995
7045315709,15495
7045313098,25995
7045306730,6995
7045301122,14998
7045300743,14998
7045300503,17998
7045300142,5998
7045299837,14998
7045299550,14998
7045299272,3398
7045298975,21998
7045298680,18998
7045298050,13998
7045297681,24998
7045297223,23998
7045296194,21998
7045295876,18598
7045295535,21998
7045295104,18598
7045294754,21998
7045294329,16998
7045294012,11598
7045293713,24998
7045293198,32998
7045292150,15998
7045291720,39998
7045291120,18999
7043596341,11996
7045290821,23998
7045290450,30998
7045290334,7950
7045290154,18998
7045289865,17998
7045289633,26998
7045289249,31998
7045288828,15998
7045288487,18598
7045288158,21998
7045287848,19598
7045287470,14998
